Group;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
Engaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Active;Average
Engaged;Active;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Active;Active;Disengaged;Average;Active;Active;Active;Active;Average;Average;Active;Active;Average
Engaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average
Engaged;Average;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;;
Engaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;
Engaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average
Engaged;Average;Disengaged;Disengaged;Active;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active
Engaged;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Average;Active;Active;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active
Engaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Average;Active;Average
Engaged;Active;Active;Active;Active;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active
Engaged;Average;Average;Average;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active
Engaged;Average;Average;Active;Active;Average;Average;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active
Engaged;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Average;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Average;Active;Active;Active;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Active;Average;Average;Disengaged
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Disengaged;
Engaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Average;Active;Average;Active;Active;Active;Disengaged;Disengaged;Average;Average
Engaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Average;Active;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active
Engaged;Average;Active;Active;Active;Active;Average;Disengaged;Disengaged;Average;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Average;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Disengaged;Average;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;
Engaged;Disengaged;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Average;
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Average;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Average;Average;Active;Active;Active;Active;Average;Active;Average
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Active
Engaged;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;;
Engaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Average;Average
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Active;Active;Active;Active;
Engaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Average;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Average;Active;Active;Active;Disengaged;;
Engaged;Active;Active;Active;Average;Disengaged;Disengaged;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
